movieId,rating,cluster,mega_label,centroid,popularity,title,coef_age
1837,2.6147540983606556,0.0,0.0,0.0,488,"Odd Couple II, The (1998)",96.25737864084505
1839,2.260536398467433,52.0,0.0,52.0,522,My Giant (1998),95.90316094095184
1840,3.3568726355611602,70.0,8.0,70.0,1586,He Got Game (1998),96.99949717804556
1841,2.9566666666666666,92.0,3.0,92.0,750,"Gingerbread Man, The (1998)",96.59929120915106
1844,3.839089481946625,37.0,7.0,37.0,637,Live Flesh (Carne trémula) (1997),97.29566617118475
1845,3.714522134877948,63.0,5.0,63.0,2417,Zero Effect (1998),97.35714667736235
1846,3.5277777777777777,25.0,1.0,25.0,306,Nil By Mouth (1997),96.98435446701589
1848,3.029855868222375,61.0,0.0,61.0,1457,"Borrowers, The (1997)",96.48643255746049
1850,2.980769230769231,65.0,1.0,65.0,104,"I Love You, Don't Touch Me! (1998)",96.62339377325362
1853,1.959375,4.0,0.0,4.0,160,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",95.41595168923811
1854,2.9602977667493797,78.0,0.0,78.0,403,Kissing a Fool (1998),96.60292230923378
1855,2.2782663316582914,52.0,0.0,52.0,796,Krippendorf's Tribe (1998),95.92089087414269
1856,3.0845896147403686,62.0,0.0,62.0,597,Kurt & Courtney (1998),96.72721415722476
1857,2.9630434782608694,62.0,0.0,62.0,230,"Real Blonde, The (1997)",96.41962016749899
1858,3.145412130637636,71.0,0.0,71.0,1286,Mr. Nice Guy (Yat goh ho yan) (1997),96.60198881987576
1859,3.64,89.0,9.0,89.0,375,Taste of Cherry (Ta'm e guilass) (1997),97.09657668923812
1860,3.8489065606361827,6.0,7.0,6.0,503,Character (Karakter) (1997),97.3054832498743
1861,3.230769230769231,90.0,1.0,90.0,104,Junk Mail (Budbringeren) (1997),96.68734592000735
1862,2.1048034934497815,52.0,0.0,52.0,2061,Species II (1998),95.74742803593418
1863,2.2405614714424007,43.0,0.0,43.0,1033,Major League: Back to the Minors (1998),95.8831860139268
1864,2.4541284403669725,35.0,1.0,35.0,109,Sour Grapes (1998),96.09675298285137
1865,3.4532019704433496,62.0,0.0,62.0,406,Wild Man Blues (1997),96.90977865968146
1866,3.029653552554316,60.0,0.0,60.0,1703,"Big Hit, The (1998)",96.67227809503872
1867,2.0900383141762453,52.0,0.0,52.0,261,Tarzan and the Lost City (1998),95.73266285666064
1869,2.310810810810811,86.0,0.0,86.0,444,Black Dog (1998),95.9534353532952
1870,3.3125,1.0,1.0,1.0,384,"Dancer, Texas Pop. 81 (1998)",96.9551245424844
1871,3.357142857142857,10.0,1.0,10.0,70,"Friend of the Deceased, A (Priyatel pokonika) (1997)",96.81371954638098
1872,3.164383561643836,95.0,1.0,95.0,73,Go Now (1995),96.24359056479429
1873,3.7342709104367136,36.0,6.0,36.0,2702,"Misérables, Les (1998)",97.37689545292112
1874,3.1793478260869565,0.0,0.0,0.0,184,Still Breathing (1997),96.63592451532507
1875,3.3605313092979125,65.0,1.0,65.0,1054,Clockwatchers (1997),96.81710799853603
1876,2.9531317123464214,64.0,0.0,64.0,11639,Deep Impact (1998),96.59575625483082
1877,2.574468085106383,61.0,0.0,61.0,47,Little Men (1998),96.21709262759079
1878,2.006993006993007,52.0,0.0,52.0,143,Woo (1998),95.64961754947741
1879,3.5041322314049586,53.0,1.0,53.0,242,"Hanging Garden, The (1997)",96.96070892064307
1880,3.558303886925795,98.0,7.0,98.0,283,Lawn Dogs (1997),97.01488057616392
1881,2.781094527363184,0.0,0.0,0.0,603,Quest for Camelot (1998),96.42371906984758
1882,2.3548080835480807,5.0,0.0,5.0,7373,Godzilla (1998),95.99743262603248
1883,3.3496558505408065,66.0,1.0,66.0,5085,Bulworth (1998),96.99228039302521
1884,3.728986245542537,94.0,2.0,94.0,7852,Fear and Loathing in Las Vegas (1998),97.37161078802694
1885,3.6218670958841113,25.0,1.0,25.0,4349,"Opposite of Sex, The (1998)",97.26449163836851
1886,2.0273972602739727,34.0,0.0,34.0,73,I Got the Hook Up (1998),95.67002180275837
1887,2.6232142857142855,20.0,0.0,20.0,560,Almost Heroes (1998),96.26583882819868
1888,2.9243142566881137,64.0,0.0,64.0,2953,Hope Floats (1998),96.56693879917252
1889,3.5783466995681676,42.0,2.0,42.0,1621,Insomnia (1997),97.03492338880629
1890,2.8230769230769233,34.0,0.0,34.0,65,Little Boy Blue (1997),96.27965361231504
1891,2.4356435643564356,9.0,3.0,9.0,101,"Ugly, The (1997)",95.89222025359456
1892,3.3554173642669216,74.0,3.0,74.0,4181,"Perfect Murder, A (1998)",96.99804190675133
1893,3.67027027027027,53.0,1.0,53.0,185,Beyond Silence (Jenseits der Stille) (1996),96.93905215251161
1894,2.8245471198860166,5.0,0.0,5.0,4913,Six Days Seven Nights (1998),96.46717166237042
1895,3.1952229299363055,78.0,0.0,78.0,3140,Can't Hardly Wait (1998),96.8378474724207
1896,3.1094890510948905,95.0,1.0,95.0,274,Cousin Bette (1998),96.7521135935793
1897,3.5627394636015324,65.0,1.0,65.0,1044,High Art (1998),97.20536400608593
1898,3.190265486725664,1.0,1.0,1.0,113,"Land Girls, The (1998)",96.83289002921006
1899,3.0172413793103448,44.0,0.0,44.0,87,Passion in the Desert (1998),96.65986592179475
1900,4.017556179775281,97.0,9.0,97.0,712,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",97.4741328690134
1901,3.3055555555555554,23.0,1.0,23.0,72,Dear Jesse (1997),96.76213224479368
1902,3.297153024911032,45.0,1.0,45.0,281,Dream for an Insomniac (1996),96.56593490715237
1903,2.780701754385965,35.0,1.0,35.0,57,Hav Plenty (1997),96.23727844362408
1904,3.5427350427350426,98.0,7.0,98.0,936,Henry Fool (1997),96.99931173197317
1906,3.104417670682731,7.0,0.0,7.0,249,Mr. Jealousy (1997),96.56099435992085
1907,3.6545775091298327,12.0,6.0,12.0,7941,Mulan (1998),97.29720205161424
1908,2.619047619047619,56.0,0.0,56.0,42,Resurrection Man (1998),96.26167216153202
1909,3.328450605981341,15.0,2.0,15.0,11469,"X-Files: Fight the Future, The (1998)",96.97107514846574
1910,3.435483870967742,23.0,1.0,23.0,310,I Went Down (1997),96.89206056020586
1911,2.7058562555456964,5.0,0.0,5.0,6762,Dr. Dolittle (1998),96.3484807980301
1912,3.693151553582752,13.0,2.0,13.0,7885,Out of Sight (1998),97.33577609606715
1913,3.753731343283582,94.0,2.0,94.0,1742,Picnic at Hanging Rock (1975),92.6067564730899
1914,3.8199486615328198,49.0,8.0,49.0,2727,Smoke Signals (1998),97.46257320401722
1916,3.6292813969106783,26.0,7.0,26.0,2978,Buffalo '66 (a.k.a. Buffalo 66) (1998),97.27190593939508
1917,2.957470501824385,31.0,0.0,31.0,21103,Armageddon (1998),96.60009504430879
1918,3.1001175778953556,31.0,0.0,31.0,8505,Lethal Weapon 4 (1998),96.74274212037976
1919,3.1273041474654377,61.0,0.0,61.0,868,Madeline (1998),96.76992868994984
1920,2.8075582953631733,78.0,0.0,78.0,3731,Small Soldiers (1998),96.45018283784758
1921,3.744839200347675,63.0,5.0,63.0,9204,Pi (1998),97.38746374283207
1922,3.2707423580786026,53.0,1.0,53.0,229,Whatever (1998),96.913366900563
1923,3.5462940362867137,30.0,2.0,30.0,24582,There's Something About Mary (1998),97.18891857877111
1924,2.6319444444444446,44.0,0.0,44.0,2304,Plan 9 from Outer Space (1959),87.31407453638964
1925,3.721362229102167,84.0,1.0,84.0,323,Wings (1927),75.93972048198665
1926,3.17032967032967,84.0,1.0,84.0,182,"Broadway Melody, The (1929)",76.4415625929226
1927,3.954230769230769,99.0,4.0,99.0,2600,All Quiet on the Western Front (1930),77.7318198515095
1928,3.080246913580247,84.0,1.0,84.0,162,Cimarron (1931),77.3516882476664
1929,3.750340136054422,55.0,4.0,55.0,735,Grand Hotel (1932),78.50373250172179
1930,2.8333333333333335,84.0,1.0,84.0,72,Cavalcade (1933),78.05733564720455
1931,3.916885849552867,99.0,4.0,99.0,1901,Mutiny on the Bounty (1935),80.05013564495927
1932,3.351590106007067,84.0,1.0,84.0,283,"Great Ziegfeld, The (1936)",79.92441803578897
1933,3.495145631067961,55.0,4.0,55.0,206,"Life of Emile Zola, The (1937)",80.4980976652691
1934,3.918118466898955,88.0,8.0,88.0,861,You Can't Take It with You (1938),81.34213868505678
1935,3.8505434782608696,99.0,4.0,99.0,920,How Green Was My Valley (1941),82.48705613274738
1936,3.7592339261285908,55.0,4.0,55.0,731,Mrs. Miniver (1942),82.78410829775714
1937,3.573502722323049,88.0,8.0,88.0,551,Going My Way (1944),83.35318365360854
1938,3.8596330275229356,82.0,4.0,82.0,1090,"Lost Weekend, The (1945)",84.00629673217236
1939,4.114776444929117,99.0,4.0,99.0,1834,"Best Years of Our Lives, The (1946)",84.62181025963211
1940,3.7528248587570623,55.0,4.0,55.0,708,Gentleman's Agreement (1947),84.61385021544807
1941,3.763189448441247,55.0,4.0,55.0,834,Hamlet (1948),84.97204965936963
1942,3.920392584514722,55.0,4.0,55.0,917,All the King's Men (1949),85.4711414626291
1943,3.218045112781955,88.0,8.0,88.0,532,"Greatest Show on Earth, The (1952)",85.76073281368379
1944,3.9513770826249575,55.0,4.0,55.0,2941,From Here to Eternity (1953),86.81407161045561
1945,4.163536498936924,82.0,4.0,82.0,5644,On the Waterfront (1954),87.34119816613037
1946,3.9133949191685913,93.0,8.0,93.0,1299,Marty (1955),87.40114031708133
1947,3.776789919924635,84.0,1.0,84.0,8492,West Side Story (1961),89.03038746075096
1948,3.788519637462236,84.0,1.0,84.0,1324,Tom Jones (1963),89.59770846043006
1949,4.13259538389072,55.0,4.0,55.0,2123,"Man for All Seasons, A (1966)",90.74726218961733
1950,4.073789504204117,24.0,4.0,24.0,3449,In the Heat of the Night (1967),90.9498979412778
1951,3.6481140754369825,79.0,6.0,79.0,2174,Oliver! (1968),90.78229060922881
1952,4.000634719136782,77.0,7.0,77.0,6302,Midnight Cowboy (1969),91.38959176847722
1953,3.9614397386535996,24.0,4.0,24.0,8571,"French Connection, The (1971)",91.85042283210238
1954,3.725866128489741,81.0,8.0,81.0,14865,Rocky (1976),92.8128120535599
1955,3.734591836734694,88.0,8.0,88.0,4900,Kramer vs. Kramer (1979),93.5073192313775
1956,3.894050343249428,55.0,4.0,55.0,4370,Ordinary People (1980),93.89024374985473
1957,3.7283886326439517,88.0,8.0,88.0,6721,Chariots of Fire (1981),93.94557876298096
1958,3.638708407166765,88.0,8.0,88.0,5079,Terms of Endearment (1983),94.29069827023189
1959,3.628987240829346,49.0,8.0,49.0,5016,Out of Africa (1985),94.70652507284017
1960,3.85243006499011,6.0,7.0,6.0,7078,"Last Emperor, The (1987)",95.34664963505777
1961,3.899170428205441,81.0,8.0,81.0,24591,Rain Man (1988),95.59852000161688
1962,3.7178670193579415,88.0,8.0,88.0,8317,Driving Miss Daisy (1989),95.62026402204974
1963,3.9433880726015555,59.0,4.0,59.0,2314,Take the Money and Run (1969),91.33234512194198
1964,3.7935639229422065,32.0,4.0,32.0,2284,Klute (1971),91.682547016391
1965,3.595693005181347,90.0,1.0,90.0,6176,Repo Man (1984),94.46158865058142
1966,3.7971014492753623,26.0,7.0,26.0,1656,Metropolitan (1990),95.9005051690372
1967,3.6311258278145697,12.0,6.0,12.0,8305,Labyrinth (1986),94.9180896571713
1968,3.8286463748936574,93.0,8.0,93.0,21158,"Breakfast Club, The (1985)",94.90618420690447
1969,2.409466911764706,4.0,0.0,4.0,2176,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",93.48700474377553
1970,2.654307758251179,4.0,0.0,4.0,2333,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",94.14852732831883
1971,2.3777969018932876,4.0,0.0,4.0,1743,"Nightmare on Elm Street 4: The Dream Master, A (1988)",94.07714647530473
1972,2.196680790960452,44.0,0.0,44.0,1416,"Nightmare on Elm Street 5: The Dream Child, A (1989)",94.09907779365226
1973,2.2658321060382915,4.0,0.0,4.0,1358,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",94.56824244286348
1974,2.8747712418300653,9.0,3.0,9.0,3825,Friday the 13th (1980),92.87096464843536
1975,2.422341696535245,4.0,0.0,4.0,1674,Friday the 13th Part 2 (1981),92.63953182687224
1976,2.1233333333333335,4.0,0.0,4.0,1350,Friday the 13th Part 3: 3D (1982),92.55910487431414
1977,2.191011235955056,4.0,0.0,4.0,1246,Friday the 13th Part IV: The Final Chapter (1984),93.05690688135513
1978,1.99096657633243,4.0,0.0,4.0,1107,Friday the 13th Part V: A New Beginning (1985),93.06850440834324
1979,2.089840470193115,4.0,0.0,4.0,1191,Friday the 13th Part VI: Jason Lives (1986),93.37680429954983
1980,1.97998046875,4.0,0.0,4.0,1024,Friday the 13th Part VII: The New Blood (1988),93.67933004216144
1981,1.7600671140939597,4.0,0.0,4.0,1192,Friday the 13th Part VIII: Jason Takes Manhattan (1989),93.66246411678576
1982,3.5486166007905138,85.0,2.0,85.0,6325,Halloween (1978),93.09535289035465
1983,2.765990159901599,9.0,3.0,9.0,1626,Halloween II (1981),92.98318029023861
1984,1.9179245283018869,4.0,0.0,4.0,1060,Halloween III: Season of the Witch (1982),92.35369606928269
1985,2.3382956878850103,4.0,0.0,4.0,974,Halloween 4: The Return of Michael Myers (1988),94.03764526129645
1986,2.136065573770492,4.0,0.0,4.0,915,Halloween 5: The Revenge of Michael Myers (1989),94.0384625764623
1987,2.46,4.0,0.0,4.0,600,Prom Night (1980),92.4561934066053
1988,2.077049180327869,4.0,0.0,4.0,305,Hello Mary Lou: Prom Night II (1987),93.57126875039552
1989,1.5467032967032968,4.0,0.0,4.0,182,Prom Night III: The Last Kiss (1989),93.4491002993951
1990,1.430921052631579,4.0,0.0,4.0,152,Prom Night IV: Deliver Us From Evil (1992),93.93037731831699
1991,2.7832458442694663,60.0,0.0,60.0,2286,Child's Play (1988),94.48259541768091
1992,2.2451640033641715,43.0,0.0,43.0,1189,Child's Play 2 (1990),94.34856772312601
1993,1.9853556485355648,4.0,0.0,4.0,956,Child's Play 3 (1991),94.28776598536075
1994,3.5173941945490803,85.0,2.0,85.0,9026,Poltergeist (1982),93.9531657355299
1995,2.4683501683501685,52.0,0.0,52.0,1485,Poltergeist II: The Other Side (1986),93.75531399770689
1996,2.0067750677506777,52.0,0.0,52.0,1107,Poltergeist III (1988),93.70612464116212
1997,3.7441799535893403,85.0,2.0,85.0,13359,"Exorcist, The (1973)",92.1209921095213
1998,1.9173189823874754,4.0,0.0,4.0,1022,Exorcist II: The Heretic (1977),91.23548135547914
1999,2.6224976167778835,4.0,0.0,4.0,1049,"Exorcist III, The (1990)",94.72590133653972
2000,3.6906356413166854,31.0,0.0,31.0,17620,Lethal Weapon (1987),95.18485521138435
2001,3.3090978593272173,31.0,0.0,31.0,13080,Lethal Weapon 2 (1989),95.21149486201902
2002,3.1832540760869565,31.0,0.0,31.0,8832,Lethal Weapon 3 (1992),95.68271034177236
2003,3.243839285714286,30.0,2.0,30.0,11200,Gremlins (1984),94.10973493111436
2004,2.707394443229053,60.0,0.0,60.0,4571,Gremlins 2: The New Batch (1990),94.81079816299089
2005,3.6091721949812516,30.0,2.0,30.0,10401,"Goonies, The (1985)",94.68671002699207
2006,3.3071774751903993,31.0,0.0,31.0,12999,"Mask of Zorro, The (1998)",96.9498020176748
2007,2.74,44.0,0.0,44.0,400,Polish Wedding (1998),96.3826245424844
2008,2.6019417475728157,46.0,1.0,46.0,103,"This World, Then the Fireworks (1997)",96.05851843681093
2009,3.4992647058823527,83.0,2.0,83.0,4080,Soylent Green (1973),91.87607686181431
2010,3.990895714548464,18.0,7.0,18.0,5437,Metropolis (1927),76.20925396743294
2011,3.4464928520004112,71.0,0.0,71.0,19446,Back to the Future Part II (1989),95.34888985469222
2012,3.249264854998986,71.0,0.0,71.0,19724,Back to the Future Part III (1990),95.35266857476083
2013,3.310964997099207,91.0,2.0,91.0,5171,"Poseidon Adventure, The (1972)",91.44534994238427
2014,3.0727813852813854,61.0,0.0,61.0,1848,Freaky Friday (1977),92.39094375837306
2015,3.3783837579617835,61.0,0.0,61.0,2512,"Absent-Minded Professor, The (1961)",88.6319812987881
2016,2.5960187353629975,61.0,0.0,61.0,854,"Apple Dumpling Gang Rides Again, The (1979)",92.3687461300058
2017,2.964641434262948,0.0,0.0,0.0,1004,Babes in Toyland (1961),88.21823897508926
2018,3.5297643654402644,79.0,6.0,79.0,7257,Bambi (1942),82.55463873706881
2019,4.2741796572216,40.0,5.0,40.0,11611,Seven Samurai (Shichinin no samurai) (1954),87.45184132441504
2020,3.8895590142671854,55.0,4.0,55.0,7710,Dangerous Liaisons (1988),95.58890858767863
2021,3.3096028321717004,3.0,2.0,3.0,9039,Dune (1984),94.17549847757178
2022,3.6365583720099965,98.0,7.0,98.0,2801,"Last Temptation of Christ, The (1988)",95.33590794542144
2023,3.4124839759392565,13.0,2.0,13.0,10141,"Godfather: Part III, The (1990)",95.5158876957011
2024,3.2855392156862746,65.0,1.0,65.0,816,"Rapture, The (1991)",95.58794955251146
2025,3.4350307287093944,94.0,2.0,94.0,2278,Lolita (1997),96.89160741794751
2026,2.6349137931034483,4.0,0.0,4.0,1160,Disturbing Behavior (1998),96.27753833558785
2027,2.4837631327602674,41.0,0.0,41.0,1047,Jane Austen's Mafia! (1998),96.12638767524467
2028,4.06441659929938,73.0,5.0,73.0,37110,Saving Private Ryan (1998),97.70704114178378
2029,3.461923847695391,60.0,0.0,60.0,499,Billy's Hollywood Screen Kiss (1997),96.91850053693351
2031,2.619140625,71.0,0.0,71.0,256,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)",90.50812371844879
2032,2.8676470588235294,71.0,0.0,71.0,238,"Barefoot Executive, The (1971)",90.75663015227232
2033,3.1950530035335687,75.0,6.0,75.0,1415,"Black Cauldron, The (1985)",94.27259083554439
2034,2.8285976168652613,54.0,6.0,54.0,2182,"Black Hole, The (1979)",92.60132501150807
2035,3.103395061728395,0.0,0.0,0.0,324,Blackbeard's Ghost (1968),90.23757159552022
2036,2.339851024208566,43.0,0.0,43.0,1074,Blank Check (1994),95.22766900703601
2037,3.3188235294117647,61.0,0.0,61.0,425,Candleshoe (1977),92.63698590250343
2038,2.8853658536585365,61.0,0.0,61.0,1230,"Cat from Outer Space, The (1978)",92.43210214322268
2039,2.6796875,0.0,0.0,0.0,64,Cheetah (1989),94.5820845026918
2040,2.88360450563204,71.0,0.0,71.0,799,"Computer Wore Tennis Shoes, The (1969)",90.27256155497247
2041,2.6764018691588785,43.0,0.0,43.0,856,Condorman (1981),92.89359199949588
2042,2.62722751761293,43.0,0.0,43.0,2413,D2: The Mighty Ducks (1994),95.51504550044038
2043,3.264758497316637,61.0,0.0,61.0,1118,Darby O'Gill and the Little People (1959),87.94688858926183
2044,2.472972972972973,43.0,0.0,43.0,296,"Devil and Max Devlin, The (1981)",92.69016310330997
2045,3.3810096153846154,69.0,6.0,69.0,416,"Far Off Place, A (1993)",96.07558937997733
2046,3.4154037981968157,61.0,0.0,61.0,5213,Flight of the Navigator (1986),94.70236762755354
2047,2.9140127388535033,61.0,0.0,61.0,157,"Gnome-Mobile, The (1967)",89.79012117592718
2048,3.4417786308381317,61.0,0.0,61.0,1563,"Great Mouse Detective, The (1986)",94.72874246019485
2049,3.269607843137255,78.0,0.0,78.0,204,"Happiest Millionaire, The (1967)",90.14571628021093
2050,2.5,61.0,0.0,61.0,1034,Herbie Goes Bananas (1980),92.4961934066053
2051,2.5686936936936937,43.0,0.0,43.0,888,Herbie Goes to Monte Carlo (1977),91.88685606678536
2052,2.9559550561797754,61.0,0.0,61.0,2225,Hocus Pocus (1993),95.65053482077249
2053,2.108671545797294,43.0,0.0,43.0,4509,"Honey, I Blew Up the Kid (1992)",94.6081278114827
2054,2.702725620835857,61.0,0.0,61.0,16510,"Honey, I Shrunk the Kids (1989)",94.60512262352766
2055,2.731132075471698,71.0,0.0,71.0,212,Hot Lead and Cold Feet (1978),92.27786836503583
2056,3.3685714285714288,61.0,0.0,61.0,175,In Search of the Castaways (1962),88.90189380889254
2057,3.366216216216216,61.0,0.0,61.0,740,"Incredible Journey, The (1963)",89.17540503918404
2058,3.584216589861751,74.0,3.0,74.0,8680,"Negotiator, The (1998)",97.22684113234615
2059,3.159448818897638,61.0,0.0,61.0,3048,"Parent Trap, The (1998)",96.80207336138204
2060,3.0457438345266508,60.0,0.0,60.0,2514,BASEketball (1998),96.68836837701105
2061,3.1,42.0,2.0,42.0,130,Full Tilt Boogie (1997),96.55657668923811
2062,3.1091954022988504,29.0,1.0,29.0,435,"Governess, The (1998)",96.75181994478325
2063,2.8205128205128207,21.0,1.0,21.0,78,"Seventh Heaven (Septième ciel, Le) (1997)",96.27708950975094
2064,3.8997422330755662,66.0,1.0,66.0,7371,Roger & Me (1989),95.80213923576737
2065,3.678089171974522,32.0,4.0,32.0,3925,"Purple Rose of Cairo, The (1985)",94.75562700398534
2066,4.118761552680222,82.0,4.0,82.0,1082,Out of the Past (1947),84.97978690937123
2067,3.9402814423922603,99.0,4.0,99.0,5685,Doctor Zhivago (1965),90.29004371311846
2068,3.9653762268266086,97.0,9.0,97.0,1834,Fanny and Alexander (Fanny och Alexander) (1982),94.40114776780742
2069,3.806294326241135,49.0,8.0,49.0,1128,"Trip to Bountiful, The (1985)",94.88383215825195
2070,3.9541571753986333,93.0,8.0,93.0,1756,Tender Mercies (1983),94.60614703846376
2071,3.7976190476190474,66.0,1.0,66.0,1386,And the Band Played On (1993),96.49219881221177
2072,3.0673913043478263,60.0,0.0,60.0,3220,"'burbs, The (1989)",94.96978830703962
2073,3.4785831960461286,17.0,0.0,17.0,607,Fandango (1985),94.55612102805695
2074,3.490875912408759,68.0,1.0,68.0,274,"Night Porter, The (Portiere di notte, Il) (1974)",92.10721188927502
2075,3.760942760942761,2.0,4.0,2.0,594,Mephisto (1981),93.97813289127976
2076,3.831211267605634,37.0,7.0,37.0,8875,Blue Velvet (1986),95.11817509696236
2077,3.498104265402844,17.0,0.0,17.0,1055,"Journey of Natty Gann, The (1985)",94.57564209741366
2078,3.6534391534391535,79.0,6.0,79.0,8694,"Jungle Book, The (1967)",90.52954759051283
2079,3.2446043165467624,79.0,6.0,79.0,139,Kidnapped (1960),88.21450915753394
2080,3.598389982110912,79.0,6.0,79.0,10062,Lady and the Tramp (1955),87.08613538002365
2081,3.5139219252833356,79.0,6.0,79.0,14294,"Little Mermaid, The (1989)",95.41631892797514
2082,2.860441988950276,61.0,0.0,61.0,4525,"Mighty Ducks, The (1992)",95.35989825463568
2083,3.602109581013771,79.0,6.0,79.0,3413,"Muppet Christmas Carol, The (1992)",96.10156584669917
2084,3.1853112840466924,78.0,0.0,78.0,1028,Newsies (1992),95.6847675497321
2085,3.4326181911613567,79.0,6.0,79.0,7784,101 Dalmatians (One Hundred and One Dalmatians) (1961),88.68621573198767
2086,3.0547619047619046,17.0,0.0,17.0,210,One Magic Christmas (1985),94.13229973677272
2087,3.561201413427562,79.0,6.0,79.0,7075,Peter Pan (1953),86.42389594125822
2088,2.562729584628426,60.0,0.0,60.0,3539,Popeye (1980),92.55892299123373
2089,3.2816455696202533,61.0,0.0,61.0,2370,"Rescuers Down Under, The (1990)",95.3850492893821
2090,3.452581664910432,79.0,6.0,79.0,2847,"Rescuers, The (1977)",92.77074403800209
2091,2.887541806020067,43.0,0.0,43.0,1196,Return from Witch Mountain (1978),92.4342780955842
2092,2.4613899613899615,0.0,0.0,0.0,1813,"Return of Jafar, The (1994)",95.3492079442174
2093,2.943124368048534,50.0,6.0,50.0,1978,Return to Oz (1985),94.02066220005935
2094,3.0541178152702315,78.0,0.0,78.0,6994,"Rocketeer, The (1991)",95.35652815209542
2095,2.80470737913486,61.0,0.0,61.0,786,"Shaggy D.A., The (1976)",91.89165330420501
2096,3.601255762199968,79.0,6.0,79.0,6291,Sleeping Beauty (1959),88.28338585414517
2097,3.3982558139534884,3.0,2.0,3.0,1376,Something Wicked This Way Comes (1983),94.05024567701861
2098,2.8290598290598292,61.0,0.0,61.0,468,Son of Flubber (1963),88.63824865202766
2099,3.6173691860465116,79.0,6.0,79.0,1376,Song of the South (1946),84.12440300074951
2100,3.2230619003141716,71.0,0.0,71.0,11777,Splash (1984),94.08895754571425
2101,3.0980392156862746,41.0,0.0,41.0,153,Squanto: A Warrior's Tale (1994),95.98585719851371
2102,3.4439324116743473,7.0,0.0,7.0,1302,Steamboat Willie (1928),76.19565560620207
2103,2.972093023255814,61.0,0.0,61.0,215,Tall Tale (1995),96.05130002640627
2104,3.2665562913907285,46.0,1.0,46.0,302,Tex (1982),93.70232783237154
2105,3.324831282254863,12.0,6.0,12.0,10076,Tron (1982),93.76060282323567
2106,3.34270765206017,64.0,0.0,64.0,1529,Swing Kids (1993),96.03728741665289
2107,2.5109659356042933,4.0,0.0,4.0,2143,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),96.15359047808869
2108,3.612871146469669,38.0,2.0,38.0,7039,L.A. Story (1991),95.91528148329486
2109,3.6367625899280576,46.0,1.0,46.0,6950,"Jerk, The (1979)",93.40948998457085
2110,3.280249804839969,46.0,1.0,46.0,2562,Dead Men Don't Wear Plaid (1982),93.71602134582078
2111,3.2245724572457246,90.0,1.0,90.0,2222,"Man with Two Brains, The (1983)",93.87656232031085
2112,3.3992102294095523,93.0,8.0,93.0,2659,Grand Canyon (1991),95.70162056623474
2113,2.152427184466019,4.0,0.0,4.0,515,Graveyard Shift (Stephen King's Graveyard Shift) (1990),94.25583090422786
2114,3.6122295673076925,36.0,6.0,36.0,3328,"Outsiders, The (1983)",94.26421943037282
2115,3.676502398194301,30.0,2.0,30.0,21266,Indiana Jones and the Temple of Doom (1984),94.54239804359437
2116,3.216135265700483,75.0,6.0,75.0,5175,"Lord of the Rings, The (1978)",92.76287155526462
2117,3.636777223363663,94.0,2.0,94.0,3407,1984 (Nineteen Eighty-Four) (1984),94.50267286876374
2118,3.649055489964581,3.0,2.0,3.0,3388,"Dead Zone, The (1983)",94.3010453530297
2119,2.3361111111111112,78.0,0.0,78.0,1260,Maximum Overdrive (1986),93.62307494046783
2120,2.92106938255888,50.0,6.0,50.0,1571,Needful Things (1993),95.6156491471516
2121,2.751958224543081,50.0,6.0,50.0,1915,Cujo (1983),93.4039480876082
2122,2.596538782318599,9.0,3.0,9.0,2398,Children of the Corn (1984),93.46243442771868
2123,2.9882400648824006,61.0,0.0,61.0,2466,All Dogs Go to Heaven (1989),94.8906370675742
2124,3.181309321002677,60.0,0.0,60.0,8218,"Addams Family, The (1991)",95.48371965782786
2125,3.6424403183023872,12.0,6.0,12.0,5655,Ever After: A Cinderella Story (1998),97.28506486078679
2126,2.792360960830989,92.0,3.0,92.0,4621,Snake Eyes (1998),96.43498550331539
2128,3.309322033898305,60.0,0.0,60.0,236,Safe Men (1998),96.95194657638271
2129,3.4507042253521125,21.0,1.0,21.0,71,"Saltmen of Tibet, The (Salzmänner von Tibet, Die) (1997)",96.90728091459023
2130,3.8329286061194754,32.0,4.0,32.0,2059,Atlantic City (1980),93.82912201272478
2131,3.918918918918919,77.0,7.0,77.0,481,Autumn Sonata (Höstsonaten) (1978),93.46565520848306
2132,4.051573143042491,55.0,4.0,55.0,3083,Who's Afraid of Virginia Woolf? (1966),90.6662399487691
2133,3.2270573028866867,71.0,0.0,71.0,4642,Adventures in Babysitting (1987),94.72127687295435
2134,3.2858631469260158,30.0,2.0,30.0,5758,Weird Science (1985),94.36340097893684
2135,3.043168880455408,61.0,0.0,61.0,2108,Doctor Dolittle (1967),89.9192773175291
2136,2.849462365591398,71.0,0.0,71.0,2883,"Nutty Professor, The (1963)",88.65865118855922
